id,label,left_name,left_addr,left_city,left_phone,left_cc,left_class,right_name,right_addr,right_city,right_phone,right_cc,right_class
200,0,` pinot bistro ',' 12969 ventura blvd. ',` los angeles ',818/990 -0500,french,18,` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818-788-3536,` french bistro ',3
201,0,` gallagher \ 's ',' 228 w. 52nd st. ',` new york ',212/245 -5336,american,254,` edison cafe ',' 228 w. 47th st. ',` new york city ',212-840-5000,diners,611
202,0,` le marais ',' 150 w. 46th st. ',` new york ',212/869 -0900,american,290,` les celebrites ',' 155 w. 58th st. ',` new york city ',212-484-5113,` french ( classic ) ',42
203,0,` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,` tre visi ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7331,italian,674
204,0,` border grill ',' 4th st. ',` los angeles ',310/451 -1655,mexican,116,` water grill ',' 544 s. grand ave. ',` los angeles ',213-891-0900,seafood,600
205,0,'em press court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7888,asian,438,moongate,' 3400 las vegas blvd. s. ',` las vegas ',702-791-7352,chinese,666
206,0,` cafe michelle ',' 1350 e. flamingo rd. ',` las vegas ',702/735 -8686,american,432,` buzio \ 's in the rio ',' 3700 w. flamingo rd. ',` las vegas ',702-252-7697,seafood,658
207,0,` the bacchanal ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7525,` only in las vegas ',449,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659
208,0,mikado,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,asian,446,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67
209,0,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,` steakhouse the ',' 128 e. fremont st. ',` las vegas ',702-382-1600,steakhouses,671
210,1,` rose pistola ',' 532 columbus ave. ',` san francisco ',415/399 -0499,italian,111,` rose pistola ',' 532 columbus ave. ',` san francisco ',415-399-0499,italian,111
211,1,` la cote basque ','60 w. 55th st. between 5th and 6th ave. ',` new york ',212/688 -6525,french,40,` la cote basque ','60 w. 55th st. ',` new york city ',212-688-6525,` french ( classic ) ',40
212,0,` ernie \ 's ',' 2150 broadway between 75th and 76th sts . ',` new york ',212/496 -1588,american,234,` joe \ 's ',' 1023 abbot kinney blvd. ',venice,310-399-5811,` american ( new ) ',560
213,1,` le chardonnay ',' 8284 melrose ave. ',` los angeles ',213/655 -8880,french,12,` le chardonnay ( los angeles ) ',' 8284 melrose ave. ',` los angeles ',213-655-8880,` french bistro ',12
214,0,` kabuto sushi ',' 5116 geary blvd. ',` san francisco ',415/752 -5652,asian,486,` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',415-668-6654,thai,103
215,0,` le perigord ',' 405 e. 52nd st. ',` new york ',212/755 -6244,french,291,march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46
216,0,'em press court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7888,asian,438,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659
217,0,` manhattan ocean club ','57 w. 58th st. ',` new york ',' 212 / 371-7777 ',seafood,45,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52
218,0,` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,moongate,' 3400 las vegas blvd. s. ',` las vegas ',702-791-7352,chinese,666
219,0,` des alpes ',' 732 broadway ',` san francisco ',415/788 -9900,french,468,` peter luger steak house ',' 178 broadway ',brooklyn,718-387-7400,steakhouses,637
220,0,` lincoln tavern ','51 w. 64th st. ',` new york ',212/721 -8271,american,294,` cafe des artistes ',' 1 w. 67th st. ',` new york city ',212-877-3500,` french ( classic ) ',27
221,0,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` palace court ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,` french ( new ) ',70
222,0,` indigo coastal grill ',' 1397 n. highland ave. ',atlanta,404/876 -0676,caribbean,84,` uncle bill \ 's pancake house ',' 1305 highland ave. ',` manhattan beach ',310-545-5177,diners,599
223,0,` dante \ 's down the hatch buckhead ',' 3380 peachtree rd. ',atlanta,404/266 -1600,continental,393,` ritz-carlton cafe ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',89
224,0,` art \ 's delicatessen ',' 12224 ventura blvd. ',` studio city ',818/762 -1221,american,1,` pinot bistro ',' 12969 ventura blvd. ',` studio city ',818-990-0500,` french bistro ',18
225,0,` cafe adriano ',' 3347 fillmore st. ',` san francisco ',415/474 -4180,italian,461,` trio cafe ',' 1870 fillmore st. ',` san francisco ',415-563-2248,american,749
226,0,tomtom,' 3393 peachtree rd. ',atlanta,404/264 -1163,continental,422,` georgia grille ',' 2290 peachtree rd. ',atlanta,404-352-3517,southwestern,81
227,0,` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` tre visi ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7331,italian,674
228,0,` bone \ 's ',' 3130 piedmont road ',atlanta,404/237 -2663,american,76,` duke \ 's ',' 8909 sunset blvd. ',` w. hollywood ',310-652-3100,` coffee shops ',551
229,0,` gallagher \ 's ',' 228 w. 52nd st. ',` new york ',212/245 -5336,american,254,'21 club ','21 w. 52nd st. ',` new york city ',212-582-7200,` american ( new ) ',23
230,0,mikado,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,asian,446,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659
231,0,` the palm ',' 9001 santa monica blvd. ',` los angeles ',310/550 -8811,american,15,` cafe blanc ',' 9777 little santa monica blvd. ',` beverly hills ',310-888-0108,` pacific new wave ',546
232,0,` restaurant ritz-carlton atlanta ',' 181 peachtree st. ',atlanta,404/659 -0400,continental,91,` ritz-carlton cafe ( atlanta ) ',' 181 peachtree st. ',atlanta,404-659-0400,` american ( new ) ',711
233,1,` brasserie le coze ',' 3393 peachtree rd. . lenox square mall near neiman marcus ',atlanta,404/266 -1440,french,77,` brasserie le coze ',' 3393 peachtree rd. ',atlanta,404-266-1440,` french bistro ',77
234,0,` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,` sterling brunch ',' 3645 las vegas blvd. s. ',` las vegas ',702-739-4651,eclectic,673
235,0,dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,32,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44
236,0,` union square cafe ','21 e. 16th st. ',` new york ',212/243 -4020,american,65,arcadia,'21 e. 62nd st. ',` new york city ',212-223-2900,` american ( new ) ',603
237,1,patina,' 5955 melrose ave. ',` los angeles ',213/467 -1108,californian,16,patina,' 5955 melrose ave. ',` los angeles ',213-467-1108,californian,16
238,0,` restaurant ritz-carlton atlanta ',' 181 peachtree st. ',atlanta,404/659 -0400,continental,91,` alon \ 's at the terrace ',' 659 peachtree st. ',atlanta,404-724-0444,sandwiches,676
239,0,` art \ 's delicatessen ',' 12224 ventura blvd. ',` studio city ',818/762 -1221,american,1,` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818-788-3536,` french bistro ',3
240,0,` dining room ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,international,90,nava,' 3060 peachtree rd. ',atlanta,404-240-1984,southwestern,706
241,0,` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,67,` sterling brunch ',' 3645 las vegas blvd. s. ',` las vegas ',702-739-4651,eclectic,673
242,0,` cafe roma ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,` coffee shops/diners ',433,` coyote cafe ( las vegas ) ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7349,southwestern,68
243,0,` palace court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,continental,70,` monte carlo ',' 3145 las vegas blvd. s. ',` las vegas ',702-733-4524,` french ( new ) ',665
244,0,'21 club ','21 w. 52nd st. ',` new york ',212/582 -7200,american,23,arcadia,'21 e. 62nd st. ',` new york city ',212-223-2900,` american ( new ) ',603
245,0,` arnie morton \ 's of chicago ',' 435 s. la cienega blv . ',` los angeles ',310/246 -1501,american,0,` morton \ 's of chicago ( las vegas ) ',' 3200 las vegas blvd. s. ',` las vegas ',702-893-0703,steakhouses,667
246,0,chiam,' 160 e. 48th st. ',` new york ',212/371 -2323,asian,218,dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32
247,0,tomtom,' 3393 peachtree rd. ',atlanta,404/264 -1163,continental,422,` ritz-carlton cafe ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',89
248,0,` des alpes ',' 732 broadway ',` san francisco ',415/788 -9900,french,468,` pho hoa ',' 642 broadway ',chinatown,213-626-5530,vietnamese,585
249,0,` camille \ 's ',' 1186 n. highland ave. ',atlanta,404/872 -7203,italian,388,` indigo coastal grill ',' 1397 n. highland ave. ',atlanta,404-876-0676,eclectic,84
250,0,` cafe adriano ',' 3347 fillmore st. ',` san francisco ',415/474 -4180,italian,461,` plumpjack cafe ',' 3127 fillmore st. ',` san francisco ',415-563-4755,` american ( new ) ',108
251,1,` cafe lalo ',' 201 w. 83rd st. ',` new york ',212/496 -6031,` coffee bar ',26,` cafe lalo ',' 201 w. 83rd st. ',` new york city ',212-496-6031,coffeehouses,26
252,0,` the bacchanal ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7525,` only in las vegas ',449,` sterling brunch ',' 3645 las vegas blvd. s. ',` las vegas ',702-739-4651,eclectic,673
253,0,` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,` palace court ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,` french ( new ) ',70
254,0,` shun lee west ','43 w. 65th st. ',` new york ',212/371 -8844,asian,60,` john \ 's pizzeria ','48 w. 65th st. ',` new york city ',212-721-7001,pizza,618
255,0,` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,67,` buccaneer bay club ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7350,continental,657
256,0,felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44
257,0,` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,67,` morton \ 's of chicago ( las vegas ) ',' 3200 las vegas blvd. s. ',` las vegas ',702-893-0703,steakhouses,667
258,0,` art \ 's delicatessen ',' 12224 ventura blvd. ',` studio city ',818/762 -1221,american,1,` mulberry st. ',' 17040 ventura blvd. ',encino,818-906-8881,pizza,580
259,0,` sea grill ','19 w. 49th st. ',` new york ',212/332 -7610,seafood,345,` mesa grill ',' 102 fifth ave. ',` new york city ',212-807-7400,southwestern,47
260,0,` smith & wollensky ',' 201 e. 49th st. ',` new york ',212/753 -1530,american,62,` sparks steak house ',' 210 e. 46th st. ',` new york city ',212-687-4855,steakhouses,641
261,0,` rex il ristorante ',' 617 s. olive st. ',` los angeles ',213/627 -2300,italian,19,` bernard \ 's ',' 515 s. olive st. ',` los angeles ',213-612-1580,continental,539
262,0,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` steak house the ',' 2880 las vegas blvd. s. ',` las vegas ',702-734-0410,steakhouses,72
263,0,` cafe pierre ',' 2 e. 61st st. ',` new york ',212/940 -8185,french,203,` cafe flore ',' 2298 market st. ',` san francisco ',415-621-8579,californian,722
264,0,` le jardin ','25 cleveland pl . near spring st. ',` new york ',212/343 -9599,french,288,` le bernardin ',' 155 w. 51st st. ',` new york city ',212-489-1515,seafood,41
265,0,` gianni \ 's ','15 fulton st. ',` new york ',212/608 -7300,seafood,255,` patsy \ 's pizza ','19 old fulton st. ',brooklyn,718-858-4300,pizza,636
266,0,vong,' 200 e. 54th st. ',` new york ',212/486 -9592,american,373,` jo jo ',' 160 e. 64th st. ',` new york city ',212-223-5656,` french bistro ',38
267,0,` planet hollywood ',' 140 w. 57th st. ',` new york ',212/333 -7827,american,328,` les celebrites ',' 155 w. 58th st. ',` new york city ',212-484-5113,` french ( classic ) ',42
268,0,` le chardonnay ',' 8284 melrose ave. ',` los angeles ',213/655 -8880,french,12,patina,' 5955 melrose ave. ',` los angeles ',213-467-1108,californian,16
269,0,` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,67,` steak house the ',' 2880 las vegas blvd. s. ',` las vegas ',702-734-0410,steakhouses,72
270,0,` dining room ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,international,90,` georgia grille ',' 2290 peachtree rd. ',atlanta,404-352-3517,southwestern,81
271,1,'21 club ','21 w. 52nd st. ',` new york ',212/582 -7200,american,23,'21 club ','21 w. 52nd st. ',` new york city ',212-582-7200,` american ( new ) ',23
272,0,` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,` tre visi ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7331,italian,674
273,0,` hard rock cafe ',' 8600 beverly blvd. ',` los angeles ',310/276 -7605,american,137,` jan \ 's family restaurant ',' 8424 beverly blvd. ',la,213-651-2866,` coffee shops ',557
274,0,` california pizza kitchen ',' 207 s. beverly dr. ',` los angeles ',310/275 -1101,californian,121,` ruth \ 's chris steak house ( los angeles ) ',' 224 s. beverly dr. ',` beverly hills ',310-859-8744,steakhouses,593
275,1,matsuhisa,' 129 n. la cienega blvd. ',` beverly hills ',310/659 -9639,asian,14,matsuhisa,' 129 n. la cienega blvd. ',` beverly hills ',310-659-9639,seafood,14
276,1,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,` steak house the ',' 2880 las vegas blvd. s. ',` las vegas ',702-734-0410,steakhouses,72
277,0,` cafe ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,` ext 6108 international ',89,` georgia grille ',' 2290 peachtree rd. ',atlanta,404-352-3517,southwestern,81
278,0,` california culinary academy ',' 625 polk st. ',` san francisco ',415/771 -3500,french,463,` la folie ',' 2316 polk st. ',` san francisco ',415-776-5577,` french ( new ) ',104
279,0,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,` tre visi ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7331,italian,674
280,0,` osteria al droge ',' 142 w. 44th st. ',` new york ',212/944 -3643,italian,317,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52
281,1,` pano \ 's and paul \ 's ',' 1232 w. paces ferry rd. ',atlanta,404/261 -3662,international,88,` pano \ 's & paul \ 's ',' 1232 w. paces ferry rd. ',atlanta,404-261-3662,` american ( new ) ',88
282,0,` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,` buccaneer bay club ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7350,continental,657
283,0,feast,' 2411 w. sahara ave. ',` las vegas ',702/367 -2411,buffets,439,` mayflower cuisinier ',' 4750 w. sahara ave. ',` las vegas ',702-870-8432,chinese,663
284,0,` planet hollywood ',' 140 w. 57th st. ',` new york ',212/333 -7827,american,328,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52
285,0,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,` mo better meatty meat ',' 7261 melrose ave. ',la,213-935-5280,hamburgers,579
286,0,` le chantilly ',' 106 e. 57th st. ',` new york ',212/751 -2931,french,285,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,60
287,0,palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,` palm the ( atlanta ) ',' 3391 peachtree rd. ne ',atlanta,404-814-1955,steakhouses,709
288,0,orso,' 322 w. 46th st. ',` new york ',212/489 -7212,italian,316,` virgil \ 's real bbq ',' 152 w. 44th st. ',` new york city ',212-921-9494,bbq,66
289,0,` plumpjack cafe ',' 3201 fillmore st. ',` san francisco ',415/563 -4755,mediterranean,108,` trio cafe ',' 1870 fillmore st. ',` san francisco ',415-563-2248,american,749
290,0,lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,` la cote basque ','60 w. 55th st. ',` new york city ',212-688-6525,` french ( classic ) ',40
291,0,` r.j. \ 's uptown kitchen & wine bar ',' 870 n. highland ave. ',atlanta,404/875 -7775,american,413,` uncle bill \ 's pancake house ',' 1305 highland ave. ',` manhattan beach ',310-545-5177,diners,599
292,0,helmand,' 430 broadway ',` san francisco ',415/362 -0641,` greek and middle eastern ',479,` peter luger steak house ',' 178 broadway ',brooklyn,718-387-7400,steakhouses,637
293,0,orleans,' 11705 national blvd. ',` los angeles ',310/479 -4187,cajun,152,` indo cafe ',' 10428 1/2 national blvd. ',la,310-815-1290,indonesian,556
294,0,` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659
295,0,palio,' 151 w. 51st . st. ',` new york ',212/245 -4850,italian,320,` le bernardin ',' 155 w. 51st st. ',` new york city ',212-489-1515,seafood,41
296,0,` the bacchanal ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7525,` only in las vegas ',449,` coyote cafe ( las vegas ) ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7349,southwestern,68
297,0,2223,' 2223 market st. ',` san francisco ',415/431 -0692,american,453,` cafe flore ',' 2298 market st. ',` san francisco ',415-621-8579,californian,722
